incident_id,date,time,datetime,latitude,longitude,force_type,incident_type,subject_age,subject_race,subject_gender,officer_age,officer_gender,officer_years_experience,weapon_present,injury_level,body_camera_on
UOF-01233,2023-05-28,17:05:00,2023-05-28 17:05:00,30.361764,-97.724523,K-9,Traffic Stop,37,White,Female,27,Male,14,Yes,None,Yes
UOF-02619,2023-05-28,17:23:00,2023-05-28 17:23:00,30.298324,-97.777929,Hands-On,Traffic Stop,49,Hispanic,Male,41,Male,5,No,Fatal,Yes
UOF-00051,2023-05-28,19:04:00,2023-05-28 19:04:00,30.296454,-97.827512,Taser,Disturbance Call,31,White,Male,35,Male,11,Yes,None,Yes
UOF-03366,2023-05-29,06:11:00,2023-05-29 06:11:00,30.21858,-97.735978,Taser,Disturbance Call,30,Other,Female,29,Male,14,Yes,None,Yes
UOF-00061,2023-05-29,12:39:00,2023-05-29 12:39:00,30.264909,-97.718344,Taser,Suspicious Activity,26,Hispanic,Male,33,Male,9,No,None,Yes
UOF-02470,2023-05-29,14:54:00,2023-05-29 14:54:00,30.36684,-97.791306,Taser,Suspicious Activity,43,Hispanic,Male,38,Female,6,No,None,Yes
UOF-04217,2023-05-29,19:14:00,2023-05-29 19:14:00,30.251399,-97.817847,Taser,Warrant Service,46,White,Male,35,Male,3,No,None,Yes
UOF-03563,2023-05-29,21:27:00,2023-05-29 21:27:00,30.222882,-97.765198,Hands-On,Warrant Service,39,Black,Male,46,Male,5,No,None,No
UOF-04543,2023-05-29,22:11:00,2023-05-29 22:11:00,30.263742,-97.738549,Hands-On,Disturbance Call,57,Hispanic,Male,39,Female,11,No,Fatal,Yes
UOF-04733,2023-05-30,01:18:00,2023-05-30 01:18:00,30.320577,-97.6946,Hands-On,Traffic Stop,52,Other,Male,36,Male,9,No,Moderate,Yes
UOF-01435,2023-05-30,01:28:00,2023-05-30 01:28:00,30.257687,-97.847203,Hands-On,Traffic Stop,47,White,Male,49,Male,9,Yes,Minor,Yes
UOF-01937,2023-05-30,02:41:00,2023-05-30 02:41:00,30.362463,-97.767801,Chemical Spray,Pursuit,38,Black,Male,37,Male,3,No,None,Yes
UOF-02974,2023-05-30,12:03:00,2023-05-30 12:03:00,30.303291,-97.713997,Taser,Warrant Service,45,Black,Male,25,Male,8,No,None,Yes
UOF-03167,2023-05-30,18:17:00,2023-05-30 18:17:00,30.341157,-97.66174,Hands-On,Suspicious Activity,38,Hispanic,Female,33,Male,16,Yes,Moderate,Yes
UOF-04943,2023-05-30,19:06:00,2023-05-30 19:06:00,30.28325,-97.664581,Hands-On,Mental Health Crisis,55,White,Male,46,Male,2,No,Minor,Yes
UOF-04463,2023-05-30,21:36:00,2023-05-30 21:36:00,30.352697,-97.756106,Baton,Disturbance Call,53,Black,Male,25,Male,12,No,None,Yes
UOF-03082,2023-05-30,21:43:00,2023-05-30 21:43:00,30.268667,-97.877042,Hands-On,Disturbance Call,30,Hispanic,Male,32,Male,17,Yes,None,No
UOF-02914,2023-05-30,22:06:00,2023-05-30 22:06:00,30.259063,-97.793006,Baton,Domestic Violence,42,White,Female,44,Female,10,Yes,None,Yes
UOF-00821,2023-05-31,10:25:00,2023-05-31 10:25:00,30.308875,-97.722476,Taser,Traffic Stop,37,Black,Male,25,Female,7,No,Severe,Yes
UOF-01323,2023-05-31,17:11:00,2023-05-31 17:11:00,30.189746,-97.722531,Taser,Mental Health Crisis,43,Black,Male,38,Female,13,No,None,No
UOF-00425,2023-05-31,23:49:00,2023-05-31 23:49:00,30.354607,-97.66496,Taser,Traffic Stop,52,Black,Male,35,Male,5,No,None,Yes
UOF-01808,2023-06-01,08:04:00,2023-06-01 08:04:00,30.22515,-97.750958,Chemical Spray,Traffic Stop,22,Black,Male,27,Male,16,No,None,Yes
UOF-04260,2023-06-01,17:50:00,2023-06-01 17:50:00,30.234881,-97.79873,Firearm,Traffic Stop,24,White,Male,40,Male,20,Yes,None,No
UOF-03617,2023-06-01,19:28:00,2023-06-01 19:28:00,30.271401,-97.732725,Hands-On,Traffic Stop,27,White,Male,30,Male,5,No,None,Yes
UOF-00406,2023-06-01,20:20:00,2023-06-01 20:20:00,30.296203,-97.813183,Hands-On,Disturbance Call,66,Black,Male,52,Male,5,No,Minor,No
UOF-00550,2023-06-01,21:07:00,2023-06-01 21:07:00,30.183333,-97.73288,Taser,Disturbance Call,56,Hispanic,Male,44,Male,7,Yes,None,No
UOF-00857,2023-06-02,14:47:00,2023-06-02 14:47:00,30.277679,-97.753969,Hands-On,Domestic Violence,35,Other,Female,37,Male,11,Yes,Severe,Yes
UOF-03131,2023-06-02,16:20:00,2023-06-02 16:20:00,30.304604,-97.778821,Firearm,Suspicious Activity,41,White,Female,25,Female,2,Yes,Minor,Yes
UOF-02690,2023-06-02,18:42:00,2023-06-02 18:42:00,30.25691,-97.737868,Baton,Suspicious Activity,26,Black,Male,36,Male,6,No,None,Yes
UOF-03551,2023-06-02,19:06:00,2023-06-02 19:06:00,30.214798,-97.821355,Taser,Disturbance Call,37,White,Male,33,Male,4,No,Minor,Yes
UOF-02825,2023-06-02,19:56:00,2023-06-02 19:56:00,30.319721,-97.789457,Taser,Pursuit,50,Black,Male,25,Male,11,No,Minor,Yes
UOF-02978,2023-06-02,23:24:00,2023-06-02 23:24:00,30.291214,-97.835193,Hands-On,Disturbance Call,41,Black,Male,44,Female,8,No,Minor,Yes
UOF-03554,2023-06-02,23:28:00,2023-06-02 23:28:00,30.367497,-97.764694,Baton,Domestic Violence,44,White,Female,44,Male,11,Yes,None,Yes
UOF-02546,2023-06-03,19:23:00,2023-06-03 19:23:00,30.205515,-97.758163,Taser,Mental Health Crisis,43,Black,Male,43,Male,13,No,None,Yes
UOF-04305,2023-06-04,09:35:00,2023-06-04 09:35:00,30.314343,-97.758012,Hands-On,Mental Health Crisis,40,Other,Male,26,Female,7,Yes,None,Yes
UOF-00682,2023-06-04,16:58:00,2023-06-04 16:58:00,30.338823,-97.636915,Taser,Domestic Violence,30,White,Female,49,Male,2,Yes,None,Yes
UOF-01066,2023-06-04,19:01:00,2023-06-04 19:01:00,30.283964,-97.658958,Taser,Suspicious Activity,24,White,Female,52,Male,9,Yes,None,Yes
UOF-04121,2023-06-04,22:04:00,2023-06-04 22:04:00,30.242893,-97.721169,Hands-On,Pursuit,33,Hispanic,Female,52,Male,5,Yes,Minor,No
UOF-04974,2023-06-05,06:40:00,2023-06-05 06:40:00,30.281759,-97.777707,Baton,Mental Health Crisis,35,Black,Male,43,Male,12,No,Moderate,No
UOF-04357,2023-06-05,08:23:00,2023-06-05 08:23:00,30.364602,-97.812166,Firearm,Mental Health Crisis,41,White,Female,30,Male,6,Yes,Minor,Yes
UOF-04163,2023-06-05,09:44:00,2023-06-05 09:44:00,30.265227,-97.772281,Baton,Mental Health Crisis,36,Black,Male,32,Male,5,No,Minor,Yes
UOF-02108,2023-06-05,17:57:00,2023-06-05 17:57:00,30.27716,-97.764447,Hands-On,Disturbance Call,45,Hispanic,Male,40,Male,23,No,Minor,Yes
UOF-04131,2023-06-05,18:19:00,2023-06-05 18:19:00,30.356762,-97.769903,Hands-On,Mental Health Crisis,49,Black,Male,42,Male,3,Yes,None,No
UOF-03584,2023-06-05,18:51:00,2023-06-05 18:51:00,30.333016,-97.670371,Taser,Traffic Stop,45,White,Male,35,Male,7,No,Severe,Yes
UOF-02692,2023-06-06,14:09:00,2023-06-06 14:09:00,30.317502,-97.762843,Hands-On,Disturbance Call,37,White,Male,37,Male,3,Yes,None,Yes
UOF-04889,2023-06-06,15:11:00,2023-06-06 15:11:00,30.197035,-97.701354,Hands-On,Traffic Stop,36,Black,Male,37,Male,13,No,Moderate,Yes
UOF-03120,2023-06-06,16:15:00,2023-06-06 16:15:00,30.377166,-97.654302,Taser,Disturbance Call,25,White,Male,35,Male,5,No,None,Yes
UOF-01591,2023-06-06,20:24:00,2023-06-06 20:24:00,30.253597,-97.758891,Hands-On,Pursuit,49,Black,Male,48,Male,1,No,Moderate,Yes
UOF-00316,2023-06-06,20:30:00,2023-06-06 20:30:00,30.226139,-97.850119,Chemical Spray,Domestic Violence,48,Asian,Female,30,Male,2,Yes,None,Yes
UOF-01740,2023-06-06,20:38:00,2023-06-06 20:38:00,30.338575,-97.742723,Hands-On,Mental Health Crisis,51,White,Male,25,Male,7,Yes,None,Yes
UOF-03640,2023-06-07,00:33:00,2023-06-07 00:33:00,30.256621,-97.724645,Firearm,Disturbance Call,39,Hispanic,Male,32,Male,5,Yes,None,Yes
UOF-01220,2023-06-07,05:18:00,2023-06-07 05:18:00,30.355579,-97.748525,Chemical Spray,Traffic Stop,41,Black,Female,36,Male,2,No,Fatal,Yes
UOF-02755,2023-06-07,10:37:00,2023-06-07 10:37:00,30.264478,-97.747051,Hands-On,Domestic Violence,34,White,Male,37,Male,8,No,None,Yes
UOF-01802,2023-06-07,11:56:00,2023-06-07 11:56:00,30.256715,-97.835285,Hands-On,Mental Health Crisis,30,Black,Male,43,Male,9,No,Minor,No
UOF-03354,2023-06-07,19:17:00,2023-06-07 19:17:00,30.30015,-97.842651,Chemical Spray,Traffic Stop,43,White,Female,34,Male,3,Yes,None,Yes
UOF-03550,2023-06-07,20:29:00,2023-06-07 20:29:00,30.238938,-97.757078,Hands-On,Traffic Stop,30,White,Female,43,Male,14,Yes,None,Yes
UOF-02015,2023-06-07,22:11:00,2023-06-07 22:11:00,30.149204,-97.708081,Hands-On,Mental Health Crisis,20,Black,Female,44,Male,7,Yes,None,Yes
UOF-01356,2023-06-07,23:38:00,2023-06-07 23:38:00,30.376262,-97.752146,Taser,Traffic Stop,26,White,Male,35,Male,7,No,Moderate,Yes
UOF-01856,2023-06-08,00:07:00,2023-06-08 00:07:00,30.306283,-97.616897,Hands-On,Warrant Service,53,White,Male,33,Male,13,No,Moderate,Yes
UOF-00756,2023-06-08,00:56:00,2023-06-08 00:56:00,30.324175,-97.636055,Hands-On,Traffic Stop,35,White,Male,38,Male,24,Yes,None,No
UOF-00614,2023-06-08,04:48:00,2023-06-08 04:48:00,30.270436,-97.765072,Taser,Suspicious Activity,60,Black,Male,30,Male,3,Yes,None,Yes
UOF-00734,2023-06-08,12:08:00,2023-06-08 12:08:00,30.291379,-97.75633,Hands-On,Mental Health Crisis,35,Hispanic,Male,41,Male,3,No,Minor,Yes
UOF-02323,2023-06-08,14:37:00,2023-06-08 14:37:00,30.259738,-97.79805,Hands-On,Domestic Violence,51,Hispanic,Male,51,Male,16,Yes,Moderate,Yes
UOF-00294,2023-06-08,18:25:00,2023-06-08 18:25:00,30.165442,-97.80717,Baton,Traffic Stop,41,Black,Female,47,Female,6,Yes,None,Yes
UOF-03193,2023-06-08,19:59:00,2023-06-08 19:59:00,30.327272,-97.758758,Taser,Mental Health Crisis,33,Black,Male,45,Male,2,No,None,Yes
UOF-03037,2023-06-09,00:19:00,2023-06-09 00:19:00,30.268369,-97.741391,Hands-On,Pursuit,43,Black,Male,52,Male,3,Yes,Minor,Yes
UOF-04751,2023-06-09,12:34:00,2023-06-09 12:34:00,30.386889,-97.78422,Taser,Mental Health Crisis,34,Black,Male,42,Male,6,Yes,Fatal,No
UOF-02759,2023-06-09,15:28:00,2023-06-09 15:28:00,30.27871,-97.849444,Chemical Spray,Traffic Stop,28,White,Male,36,Male,6,No,Minor,Yes
UOF-01910,2023-06-09,16:48:00,2023-06-09 16:48:00,30.346461,-97.72697,Taser,Disturbance Call,42,Black,Female,35,Male,12,No,None,Yes
UOF-04340,2023-06-09,17:51:00,2023-06-09 17:51:00,30.243243,-97.865545,Hands-On,Domestic Violence,28,Black,Male,40,Male,7,No,None,Yes
UOF-01334,2023-06-09,19:05:00,2023-06-09 19:05:00,30.292007,-97.830819,Hands-On,Disturbance Call,30,Black,Female,30,Male,3,No,None,Yes
UOF-03892,2023-06-09,19:09:00,2023-06-09 19:09:00,30.262339,-97.816447,Hands-On,Traffic Stop,31,Black,Female,31,Male,7,Yes,None,No
UOF-03961,2023-06-09,20:39:00,2023-06-09 20:39:00,30.272605,-97.814037,Hands-On,Disturbance Call,42,White,Male,37,Male,10,No,None,Yes
UOF-04961,2023-06-09,21:37:00,2023-06-09 21:37:00,30.25429,-97.735,Chemical Spray,Traffic Stop,47,Black,Female,46,Male,5,No,Minor,Yes
UOF-04164,2023-06-09,22:19:00,2023-06-09 22:19:00,30.283057,-97.817538,Taser,Domestic Violence,40,Asian,Male,44,Male,12,No,None,Yes
UOF-02205,2023-06-10,05:53:00,2023-06-10 05:53:00,30.316757,-97.826964,Taser,Mental Health Crisis,20,Hispanic,Female,27,Male,5,Yes,None,Yes
UOF-01585,2023-06-10,10:21:00,2023-06-10 10:21:00,30.359563,-97.777247,Firearm,Disturbance Call,32,Asian,Male,29,Male,31,Yes,None,Yes
UOF-01450,2023-06-10,16:26:00,2023-06-10 16:26:00,30.284359,-97.717003,Hands-On,Traffic Stop,41,Black,Female,49,Male,5,Yes,Moderate,Yes
UOF-00384,2023-06-10,17:40:00,2023-06-10 17:40:00,30.228285,-97.813265,Hands-On,Warrant Service,52,White,Male,40,Male,4,No,Moderate,Yes
UOF-01860,2023-06-10,18:53:00,2023-06-10 18:53:00,30.15833,-97.752962,Hands-On,Domestic Violence,27,Hispanic,Male,38,Male,5,No,Minor,Yes
UOF-00969,2023-06-10,19:30:00,2023-06-10 19:30:00,30.249616,-97.653021,Hands-On,Disturbance Call,37,Black,Male,45,Female,5,Yes,Minor,Yes
UOF-00465,2023-06-10,19:58:00,2023-06-10 19:58:00,30.344366,-97.730512,K-9,Pursuit,31,Black,Female,48,Female,16,No,Minor,No
UOF-02447,2023-06-10,20:09:00,2023-06-10 20:09:00,30.190096,-97.815611,Hands-On,Mental Health Crisis,52,Black,Male,35,Male,7,Yes,Minor,Yes
UOF-01245,2023-06-10,20:46:00,2023-06-10 20:46:00,30.306682,-97.735555,Taser,Warrant Service,37,Hispanic,Female,46,Male,10,No,Minor,Yes
UOF-03425,2023-06-10,21:37:00,2023-06-10 21:37:00,30.373162,-97.783965,Hands-On,Traffic Stop,34,White,Female,25,Male,7,Yes,Moderate,No
UOF-00360,2023-06-11,05:16:00,2023-06-11 05:16:00,30.267363,-97.665603,Hands-On,Domestic Violence,27,Black,Male,45,Male,3,No,Severe,No
UOF-00467,2023-06-11,17:42:00,2023-06-11 17:42:00,30.330718,-97.719194,Taser,Disturbance Call,29,White,Female,35,Male,17,Yes,Severe,Yes
UOF-02673,2023-06-11,20:43:00,2023-06-11 20:43:00,30.353088,-97.703724,Hands-On,Suspicious Activity,44,Black,Female,42,Female,6,No,Minor,Yes
UOF-04307,2023-06-11,22:06:00,2023-06-11 22:06:00,30.177063,-97.824417,Taser,Traffic Stop,32,White,Male,39,Male,0,Yes,Moderate,Yes
UOF-02937,2023-06-12,12:56:00,2023-06-12 12:56:00,30.348779,-97.738296,Baton,Disturbance Call,30,White,Male,31,Male,12,No,None,Yes
UOF-04602,2023-06-12,14:30:00,2023-06-12 14:30:00,30.176326,-97.75653,Hands-On,Disturbance Call,36,White,Male,53,Male,10,No,Minor,Yes
UOF-02796,2023-06-12,20:37:00,2023-06-12 20:37:00,30.265679,-97.754901,Taser,Traffic Stop,27,Hispanic,Male,30,Male,8,Yes,Minor,No
UOF-00768,2023-06-13,05:26:00,2023-06-13 05:26:00,30.268175,-97.798932,Baton,Traffic Stop,40,Black,Male,29,Male,5,No,Minor,Yes
UOF-02553,2023-06-13,09:41:00,2023-06-13 09:41:00,30.23536,-97.73406,Taser,Mental Health Crisis,25,White,Male,34,Male,13,Yes,None,Yes
UOF-00563,2023-06-13,15:57:00,2023-06-13 15:57:00,30.27077,-97.713988,Hands-On,Traffic Stop,50,White,Male,48,Male,5,No,Minor,Yes
UOF-03059,2023-06-14,07:59:00,2023-06-14 07:59:00,30.139683,-97.778408,Baton,Disturbance Call,41,Black,Male,37,Male,13,Yes,Fatal,No
UOF-00987,2023-06-14,11:44:00,2023-06-14 11:44:00,30.323752,-97.624434,Hands-On,Pursuit,38,Hispanic,Male,27,Male,12,No,Moderate,Yes
UOF-04037,2023-06-15,14:13:00,2023-06-15 14:13:00,30.321701,-97.715988,Taser,Suspicious Activity,34,White,Female,48,Male,15,No,Minor,Yes
UOF-03444,2023-06-15,15:54:00,2023-06-15 15:54:00,30.334634,-97.714007,Hands-On,Mental Health Crisis,54,Black,Male,36,Male,11,Yes,None,Yes
UOF-02945,2023-06-15,19:04:00,2023-06-15 19:04:00,30.225782,-97.726091,Taser,Disturbance Call,25,Asian,Female,40,Male,2,No,Minor,Yes
UOF-04198,2023-06-16,05:42:00,2023-06-16 05:42:00,30.393742,-97.725078,Taser,Suspicious Activity,24,Hispanic,Female,50,Male,6,No,None,Yes
UOF-00686,2023-06-16,07:52:00,2023-06-16 07:52:00,30.327313,-97.778409,Chemical Spray,Traffic Stop,68,White,Male,35,Male,7,No,None,Yes
UOF-01576,2023-06-16,19:43:00,2023-06-16 19:43:00,30.287303,-97.744156,Taser,Pursuit,68,White,Male,43,Male,2,No,Minor,Yes
UOF-00304,2023-06-16,22:17:00,2023-06-16 22:17:00,30.267663,-97.715887,Hands-On,Traffic Stop,28,White,Male,38,Male,13,Yes,None,Yes
UOF-03614,2023-06-16,22:21:00,2023-06-16 22:21:00,30.289878,-97.642236,Hands-On,Pursuit,36,White,Female,49,Female,3,No,None,Yes
UOF-00135,2023-06-17,02:04:00,2023-06-17 02:04:00,30.318062,-97.624746,Chemical Spray,Disturbance Call,42,Black,Male,38,Male,12,Yes,Minor,Yes
UOF-00306,2023-06-17,08:24:00,2023-06-17 08:24:00,30.363983,-97.711294,Taser,Mental Health Crisis,26,Hispanic,Male,32,Male,13,Yes,Minor,Yes
UOF-01509,2023-06-17,11:53:00,2023-06-17 11:53:00,30.240651,-97.753462,Hands-On,Traffic Stop,37,Black,Male,34,Male,3,No,None,Yes
UOF-03974,2023-06-17,18:40:00,2023-06-17 18:40:00,30.284589,-97.758865,Chemical Spray,Domestic Violence,46,Black,Male,35,Male,13,No,None,Yes
UOF-03501,2023-06-17,19:59:00,2023-06-17 19:59:00,30.340885,-97.723718,Taser,Warrant Service,26,Hispanic,Male,32,Male,14,Yes,Fatal,Yes
UOF-01713,2023-06-17,20:35:00,2023-06-17 20:35:00,30.274801,-97.731678,K-9,Traffic Stop,32,White,Female,50,Male,1,No,None,Yes
UOF-01391,2023-06-18,00:36:00,2023-06-18 00:36:00,30.337404,-97.742725,Hands-On,Disturbance Call,28,White,Male,49,Male,16,Yes,Minor,Yes
UOF-03494,2023-06-18,06:26:00,2023-06-18 06:26:00,30.237729,-97.845585,Taser,Suspicious Activity,31,White,Female,40,Male,15,No,None,Yes
UOF-00496,2023-06-18,10:37:00,2023-06-18 10:37:00,30.234548,-97.766167,Hands-On,Domestic Violence,55,Hispanic,Male,30,Female,9,No,None,Yes
UOF-02920,2023-06-18,17:17:00,2023-06-18 17:17:00,30.124958,-97.72381,Hands-On,Pursuit,40,White,Male,40,Male,2,Yes,None,Yes
UOF-03980,2023-06-19,07:02:00,2023-06-19 07:02:00,30.294881,-97.740432,Taser,Suspicious Activity,28,Other,Male,34,Male,11,Yes,Minor,Yes
UOF-03312,2023-06-19,11:56:00,2023-06-19 11:56:00,30.243361,-97.797296,Hands-On,Warrant Service,43,Black,Male,32,Male,10,No,None,No
UOF-03010,2023-06-19,15:04:00,2023-06-19 15:04:00,30.222046,-97.786114,Firearm,Pursuit,35,White,Male,45,Male,3,No,Minor,Yes
UOF-00114,2023-06-19,17:39:00,2023-06-19 17:39:00,30.271625,-97.586297,Hands-On,Disturbance Call,38,Asian,Male,35,Male,9,No,Minor,Yes
UOF-03315,2023-06-19,18:13:00,2023-06-19 18:13:00,30.335987,-97.692942,Hands-On,Traffic Stop,36,White,Female,46,Female,6,No,Minor,Yes
UOF-04537,2023-06-19,21:09:00,2023-06-19 21:09:00,30.297419,-97.632364,Hands-On,Traffic Stop,37,White,Male,39,Male,11,Yes,None,Yes
UOF-03659,2023-06-20,11:34:00,2023-06-20 11:34:00,30.220666,-97.856275,Baton,Pursuit,61,White,Male,55,Male,1,No,Fatal,Yes
UOF-00146,2023-06-20,15:29:00,2023-06-20 15:29:00,30.334141,-97.676486,Hands-On,Mental Health Crisis,24,White,Female,36,Male,5,No,None,Yes
UOF-04821,2023-06-20,17:51:00,2023-06-20 17:51:00,30.261499,-97.740949,Hands-On,Disturbance Call,33,Hispanic,Male,34,Male,18,No,None,No
UOF-02079,2023-06-20,19:34:00,2023-06-20 19:34:00,30.317525,-97.755514,Hands-On,Suspicious Activity,41,Other,Male,38,Male,13,No,Minor,Yes
UOF-04193,2023-06-20,20:03:00,2023-06-20 20:03:00,30.298426,-97.845227,Hands-On,Suspicious Activity,28,Asian,Male,44,Male,6,No,None,No
UOF-01417,2023-06-20,21:53:00,2023-06-20 21:53:00,30.158035,-97.740713,Firearm,Traffic Stop,60,Black,Male,25,Male,10,No,None,No
UOF-03379,2023-06-20,21:56:00,2023-06-20 21:56:00,30.275445,-97.735567,Hands-On,Suspicious Activity,56,Asian,Female,49,Male,14,Yes,None,No
UOF-01445,2023-06-21,12:32:00,2023-06-21 12:32:00,30.161304,-97.681896,Taser,Mental Health Crisis,55,Hispanic,Male,37,Male,5,Yes,None,Yes
UOF-04832,2023-06-21,17:52:00,2023-06-21 17:52:00,30.193682,-97.753998,Hands-On,Disturbance Call,47,White,Male,34,Female,12,No,None,Yes
UOF-03560,2023-06-21,18:19:00,2023-06-21 18:19:00,30.193721,-97.796132,Chemical Spray,Disturbance Call,54,White,Male,32,Male,4,No,Minor,Yes
UOF-02506,2023-06-22,11:50:00,2023-06-22 11:50:00,30.315743,-97.70926,Hands-On,Traffic Stop,56,Hispanic,Female,57,Male,16,No,None,Yes
UOF-03594,2023-06-22,12:00:00,2023-06-22 12:00:00,30.347593,-97.647968,Hands-On,Traffic Stop,32,Hispanic,Male,25,Male,5,Yes,None,Yes
UOF-00059,2023-06-22,13:03:00,2023-06-22 13:03:00,30.357453,-97.686815,Baton,Mental Health Crisis,52,Black,Male,33,Male,12,No,None,Yes
UOF-00804,2023-06-22,14:54:00,2023-06-22 14:54:00,30.297191,-97.850045,Baton,Domestic Violence,43,Black,Male,37,Female,6,Yes,Minor,Yes
UOF-04636,2023-06-22,17:52:00,2023-06-22 17:52:00,30.18355,-97.682451,Hands-On,Disturbance Call,26,Black,Male,28,Female,3,No,None,No
UOF-02061,2023-06-22,18:13:00,2023-06-22 18:13:00,30.37187,-97.720478,Taser,Traffic Stop,49,White,Male,37,Male,1,Yes,None,Yes
UOF-02809,2023-06-22,18:32:00,2023-06-22 18:32:00,30.104955,-97.731454,Hands-On,Mental Health Crisis,37,Asian,Male,25,Male,3,Yes,Minor,Yes
UOF-02850,2023-06-23,04:50:00,2023-06-23 04:50:00,30.209562,-97.839183,Chemical Spray,Pursuit,39,Hispanic,Female,31,Male,8,No,None,Yes
UOF-01601,2023-06-23,05:44:00,2023-06-23 05:44:00,30.283297,-97.77635,Taser,Warrant Service,26,Black,Male,25,Female,6,No,Severe,Yes
UOF-03388,2023-06-23,18:07:00,2023-06-23 18:07:00,30.360376,-97.667296,Hands-On,Traffic Stop,46,Black,Male,30,Male,4,No,Moderate,Yes
UOF-01281,2023-06-23,19:14:00,2023-06-23 19:14:00,30.336356,-97.612171,Hands-On,Disturbance Call,44,White,Male,43,Female,6,No,Moderate,No
UOF-03878,2023-06-23,21:24:00,2023-06-23 21:24:00,30.271389,-97.746875,Taser,Warrant Service,69,Hispanic,Male,39,Male,10,No,None,Yes
UOF-00669,2023-06-24,09:41:00,2023-06-24 09:41:00,30.284202,-97.734746,Hands-On,Mental Health Crisis,41,White,Male,41,Male,21,Yes,Minor,Yes
UOF-02961,2023-06-24,13:15:00,2023-06-24 13:15:00,30.278709,-97.826684,Taser,Warrant Service,33,Black,Female,30,Male,18,No,Severe,Yes
UOF-00953,2023-06-24,17:50:00,2023-06-24 17:50:00,30.351371,-97.744454,Taser,Disturbance Call,30,Black,Male,37,Male,13,No,None,Yes
UOF-04570,2023-06-24,18:23:00,2023-06-24 18:23:00,30.259906,-97.73686,Hands-On,Disturbance Call,37,Hispanic,Female,51,Male,18,No,None,Yes
UOF-02292,2023-06-24,20:56:00,2023-06-24 20:56:00,30.291132,-97.750664,Baton,Suspicious Activity,46,White,Female,43,Female,5,Yes,None,Yes
UOF-01294,2023-06-25,05:46:00,2023-06-25 05:46:00,30.294618,-97.846801,Hands-On,Warrant Service,48,Hispanic,Female,51,Male,2,No,Minor,Yes
UOF-03279,2023-06-25,07:51:00,2023-06-25 07:51:00,30.343696,-97.730071,Taser,Pursuit,66,Hispanic,Male,39,Male,11,Yes,Moderate,Yes
UOF-01767,2023-06-25,12:04:00,2023-06-25 12:04:00,30.364572,-97.729087,Taser,Warrant Service,58,White,Male,32,Male,6,No,None,Yes
UOF-02137,2023-06-25,15:00:00,2023-06-25 15:00:00,30.259311,-97.821046,Taser,Pursuit,68,White,Female,29,Male,12,Yes,None,Yes
UOF-02575,2023-06-25,16:02:00,2023-06-25 16:02:00,30.241501,-97.758812,Hands-On,Traffic Stop,26,Black,Male,34,Male,2,Yes,None,Yes
UOF-03519,2023-06-25,17:18:00,2023-06-25 17:18:00,30.314345,-97.678667,Taser,Pursuit,54,White,Male,33,Male,10,No,None,Yes
UOF-02783,2023-06-25,18:12:00,2023-06-25 18:12:00,30.294168,-97.619731,Firearm,Disturbance Call,36,Hispanic,Male,42,Male,13,Yes,None,Yes
UOF-02147,2023-06-25,18:22:00,2023-06-25 18:22:00,30.262747,-97.815905,Chemical Spray,Traffic Stop,42,Hispanic,Male,42,Male,16,No,Moderate,Yes
UOF-01205,2023-06-25,18:23:00,2023-06-25 18:23:00,30.362259,-97.635672,Chemical Spray,Domestic Violence,56,Black,Female,25,Male,2,No,None,Yes
UOF-04597,2023-06-25,19:00:00,2023-06-25 19:00:00,30.255234,-97.783171,Baton,Domestic Violence,32,Black,Male,42,Male,14,No,None,Yes
UOF-01737,2023-06-25,21:26:00,2023-06-25 21:26:00,30.254605,-97.822449,Hands-On,Disturbance Call,33,Hispanic,Male,40,Male,5,Yes,Minor,Yes
UOF-00536,2023-06-25,21:38:00,2023-06-25 21:38:00,30.266056,-97.821606,Chemical Spray,Domestic Violence,52,White,Female,39,Male,6,Yes,None,Yes
UOF-00526,2023-06-26,11:51:00,2023-06-26 11:51:00,30.160275,-97.782465,Chemical Spray,Mental Health Crisis,46,Black,Male,35,Male,5,Yes,Minor,Yes
UOF-00230,2023-06-26,21:05:00,2023-06-26 21:05:00,30.228453,-97.752877,Hands-On,Domestic Violence,29,White,Male,33,Male,12,No,None,Yes
UOF-02086,2023-06-26,21:09:00,2023-06-26 21:09:00,30.250942,-97.745724,Hands-On,Mental Health Crisis,35,White,Male,49,Male,4,No,None,Yes
UOF-04446,2023-06-26,23:20:00,2023-06-26 23:20:00,30.365605,-97.765901,Hands-On,Disturbance Call,37,Hispanic,Male,36,Male,11,No,Minor,Yes
UOF-01451,2023-06-27,13:57:00,2023-06-27 13:57:00,30.255362,-97.717615,Taser,Disturbance Call,38,Hispanic,Male,34,Male,4,Yes,None,Yes
UOF-00324,2023-06-27,20:58:00,2023-06-27 20:58:00,30.348749,-97.780905,Chemical Spray,Pursuit,33,Black,Female,40,Male,4,No,Minor,Yes
UOF-02660,2023-06-27,21:11:00,2023-06-27 21:11:00,30.36267,-97.705715,Chemical Spray,Pursuit,43,Hispanic,Male,39,Male,7,No,None,Yes
UOF-03527,2023-06-28,15:59:00,2023-06-28 15:59:00,30.309308,-97.742953,Chemical Spray,Mental Health Crisis,33,Hispanic,Male,40,Male,10,No,None,Yes
